,Blinkroot Seed,Daybloom Seed,Deathweed Seed,Fireblossom Seed,Moonglow Seed,Shiverthorn Seed,Waterleaf Seed
Herb_Bag_2292,33,22,21,35,7,22,19
Herb_Bag_2293,27,20,17,32,8,32,15
Herb_Bag_2294,30,32,15,9,7,33,14
Herb_Bag_2295,23,20,22,24,11,21,21
Herb_Bag_2296,12,16,21,28,14,6,17
Herb_Bag_2297,10,38,24,18,12,16,20
Herb_Bag_2298,18,14,28,18,15,12,14
Herb_Bag_2299,29,21,12,19,16,21,9
Herb_Bag_2300,22,17,17,25,8,25,7
Herb_Bag_2301,20,5,25,22,10,19,0
Herb_Bag_2302,22,22,25,13,7,20,4
Herb_Bag_2303,30,16,20,13,9,25,14
Herb_Bag_2304,22,8,18,42,11,12,14
Herb_Bag_2305,20,16,16,11,9,27,15
Herb_Bag_2306,19,12,22,36,15,6,13
Herb_Bag_2307,26,22,17,15,6,19,13
Herb_Bag_2308,19,27,29,24,7,16,7
Herb_Bag_2309,29,23,21,19,6,24,17
Herb_Bag_2310,13,27,28,37,4,17,16
Herb_Bag_2311,21,30,17,18,11,19,19
Herb_Bag_2312,21,29,19,12,11,23,11
Herb_Bag_2313,25,30,20,32,16,27,1
Herb_Bag_2314,20,26,21,8,6,22,18
Herb_Bag_2315,27,21,29,17,3,13,15
Herb_Bag_2316,18,4,29,7,8,10,13
Herb_Bag_2317,13,16,20,43,4,18,18
Herb_Bag_2318,18,21,20,28,7,28,19
Herb_Bag_2319,20,17,17,25,9,20,20
Herb_Bag_2320,18,27,19,22,11,19,2
Herb_Bag_2321,19,24,32,31,21,15,8
Herb_Bag_2322,19,12,27,8,5,24,12
Herb_Bag_2323,19,14,17,23,4,4,26
Herb_Bag_2324,13,18,28,33,10,20,9
Herb_Bag_2325,18,3,20,7,7,24,11
Herb_Bag_2326,20,31,21,28,8,14,6
Herb_Bag_2327,17,17,10,0,13,20,19
Herb_Bag_2328,15,32,25,18,0,26,26
Herb_Bag_2329,20,12,21,27,9,10,15
Herb_Bag_2330,11,23,16,8,22,27,19
Herb_Bag_2331,16,30,16,32,14,21,24
Herb_Bag_2332,12,15,21,0,12,20,14
Herb_Bag_2333,35,16,18,12,14,3,21
Herb_Bag_2334,24,14,14,25,12,16,17
Herb_Bag_2335,26,10,20,14,6,23,22
Herb_Bag_2336,11,33,24,18,15,23,9
Herb_Bag_2337,33,24,14,37,13,4,8
Herb_Bag_2338,21,18,26,5,8,29,11
Herb_Bag_2339,16,23,20,21,18,26,24
Herb_Bag_2340,21,47,23,43,12,22,13
Herb_Bag_2341,27,27,16,12,9,14,18
Herb_Bag_2342,20,4,22,38,10,22,15
Herb_Bag_2343,20,39,23,15,17,25,17
Herb_Bag_2344,9,44,31,23,2,17,7
Herb_Bag_2345,23,18,15,33,15,26,0
Herb_Bag_2346,24,6,20,3,12,35,19
Herb_Bag_2347,13,14,25,24,10,28,14
Herb_Bag_2348,24,5,19,16,15,18,1
Herb_Bag_2349,24,24,30,20,2,29,25
Herb_Bag_2350,22,19,9,24,4,16,12
Herb_Bag_2351,16,29,33,4,11,28,30
Herb_Bag_2352,12,7,14,42,9,27,20
Herb_Bag_2353,19,22,24,17,10,22,20
Herb_Bag_2354,16,13,15,35,7,8,18
Herb_Bag_2355,12,34,23,30,1,9,15
Herb_Bag_2356,21,18,25,34,10,24,7
Herb_Bag_2357,25,27,23,22,0,20,20
Herb_Bag_2358,19,13,22,25,0,20,3
Herb_Bag_2359,19,18,23,32,3,34,2
Herb_Bag_2360,19,26,13,14,10,19,22
Herb_Bag_2361,17,21,25,1,11,31,21
Herb_Bag_2362,21,27,12,17,13,12,4
Herb_Bag_2363,19,31,21,0,12,17,12
Herb_Bag_2364,9,19,19,9,12,23,14
Herb_Bag_2365,25,18,23,26,14,11,21
Herb_Bag_2366,10,21,27,36,5,19,1
Herb_Bag_2367,25,13,19,14,17,10,19
Herb_Bag_2368,26,34,18,0,13,19,21
Herb_Bag_2369,21,12,23,33,10,21,8
Herb_Bag_2370,21,11,11,35,4,32,5
Herb_Bag_2371,23,31,24,20,13,17,25
Herb_Bag_2372,12,14,15,32,16,19,4
Herb_Bag_2373,27,21,22,33,5,13,13
Herb_Bag_2374,25,7,19,1,5,27,22
Herb_Bag_2375,12,7,21,3,2,19,10
Herb_Bag_2376,17,14,22,15,9,12,14
Herb_Bag_2377,29,32,19,33,13,19,17
Herb_Bag_2378,32,5,35,19,12,16,15
Herb_Bag_2379,23,32,22,27,14,24,14
Herb_Bag_2380,21,23,23,33,9,16,9
Herb_Bag_2381,25,23,25,28,16,24,29
Herb_Bag_2382,24,42,13,38,16,25,17
Herb_Bag_2383,25,18,12,54,8,13,14
Herb_Bag_2384,18,11,15,48,11,20,19
Herb_Bag_2385,31,5,10,23,13,24,5
Herb_Bag_2386,11,14,24,23,16,30,13
Herb_Bag_2387,23,26,22,37,6,11,13
Herb_Bag_2388,26,19,12,19,11,15,17
Herb_Bag_2389,15,24,31,35,12,22,14
Herb_Bag_2390,34,28,32,28,6,19,26
Herb_Bag_2391,19,29,21,9,25,19,20
Herb_Bag_2392,19,21,21,28,18,14,10
Herb_Bag_2393,19,2,37,14,13,32,18
Herb_Bag_2394,26,37,25,19,5,16,22
Herb_Bag_2395,30,15,26,0,9,25,15
Herb_Bag_2396,29,38,24,42,5,29,10
Herb_Bag_2397,13,30,12,12,11,12,20
Herb_Bag_2398,22,17,17,48,10,20,11
Herb_Bag_2399,11,24,17,24,5,20,13
Herb_Bag_2400,29,21,17,22,7,31,10
Herb_Bag_2401,15,13,19,38,10,27,16
Herb_Bag_2402,23,23,23,17,9,18,6
Herb_Bag_2403,12,18,18,33,14,24,0
Herb_Bag_2404,12,25,21,31,6,27,18
Herb_Bag_2405,23,42,21,15,5,27,12
Herb_Bag_2406,17,36,17,14,12,9,23
Herb_Bag_2407,24,23,16,40,3,25,23
Herb_Bag_2408,15,16,13,15,14,9,12
Herb_Bag_2409,27,20,18,57,5,19,10
Herb_Bag_2410,16,27,16,11,3,25,10
Herb_Bag_2411,24,24,19,14,7,11,19
Herb_Bag_2412,22,12,26,43,13,21,13
Herb_Bag_2413,20,20,21,30,5,25,11
Herb_Bag_2414,10,25,30,2,11,31,12
Herb_Bag_2415,14,11,24,47,15,21,17
Herb_Bag_2416,29,21,18,23,7,18,13
Herb_Bag_2417,24,25,19,5,14,31,16
Herb_Bag_2418,20,41,21,35,5,23,14
Herb_Bag_2419,24,25,21,15,15,24,16
Herb_Bag_2420,18,16,18,26,6,19,17
Herb_Bag_2421,24,25,19,19,13,19,11
Herb_Bag_2422,0,29,15,0,16,13,10
Herb_Bag_2423,19,20,16,18,19,17,7
Herb_Bag_2424,23,16,10,48,14,22,20
Herb_Bag_2425,26,6,10,32,8,17,17
Herb_Bag_2426,11,28,19,18,10,22,12
Herb_Bag_2427,17,18,24,23,13,9,19
Herb_Bag_2428,16,15,28,38,14,28,12
Herb_Bag_2429,15,28,18,45,12,15,17
Herb_Bag_2430,23,33,24,28,8,29,17
Herb_Bag_2431,18,33,19,28,14,22,12
Herb_Bag_2432,21,9,28,31,22,33,7
Herb_Bag_2433,25,21,16,14,7,27,21
Herb_Bag_2434,24,27,21,39,12,14,11
Herb_Bag_2435,22,25,22,29,12,23,14
Herb_Bag_2436,21,9,14,14,5,15,12
Herb_Bag_2437,30,13,14,32,10,28,12
Herb_Bag_2438,33,17,15,31,10,40,25
Herb_Bag_2439,0,36,20,10,9,11,22
Herb_Bag_2440,12,27,10,27,4,12,13
Herb_Bag_2441,5,18,24,2,19,29,10
Herb_Bag_2442,20,24,24,12,7,19,19
Herb_Bag_2443,29,30,24,17,24,16,10
Herb_Bag_2444,29,15,14,39,13,11,18
Herb_Bag_2445,13,6,18,11,13,17,9
Herb_Bag_2446,15,35,13,46,10,18,17
Herb_Bag_2447,33,32,24,17,9,17,4
Herb_Bag_2448,16,18,18,31,5,27,14
Herb_Bag_2449,11,22,12,23,14,1,23
Herb_Bag_2450,24,23,24,28,13,8,4
Herb_Bag_2451,11,26,32,12,11,10,4
Herb_Bag_2452,22,22,23,46,4,16,17
Herb_Bag_2453,22,25,11,23,13,17,13
Herb_Bag_2454,17,9,18,10,8,20,12
Herb_Bag_2455,13,16,28,22,9,3,18
Herb_Bag_2456,19,26,20,7,0,19,15
Herb_Bag_2457,11,19,17,37,14,20,17
Herb_Bag_2458,15,16,20,25,8,34,21
Herb_Bag_2459,36,28,18,26,16,19,14
Herb_Bag_2460,21,10,14,26,1,19,11
Herb_Bag_2461,19,25,23,0,8,25,5
Herb_Bag_2462,32,24,20,17,2,13,15
Herb_Bag_2463,20,15,25,13,7,27,12
Herb_Bag_2464,15,47,27,9,10,26,22
Herb_Bag_2465,25,12,30,0,12,20,10
Herb_Bag_2466,13,8,25,27,12,10,20
Herb_Bag_2467,11,26,14,15,13,22,8
Herb_Bag_2468,23,22,21,15,15,23,1
Herb_Bag_2469,22,30,21,0,14,21,9
Herb_Bag_2470,15,25,26,16,4,7,9
Herb_Bag_2471,26,1,27,0,12,19,20
Herb_Bag_2472,27,37,22,37,11,23,26
Herb_Bag_2473,26,10,23,38,15,15,11
Herb_Bag_2474,27,25,23,38,5,22,18
Herb_Bag_2475,22,35,21,25,19,19,11
Herb_Bag_2476,22,24,24,16,6,27,18
Herb_Bag_2477,28,24,18,6,12,26,22
Herb_Bag_2478,24,1,19,9,17,20,3
Herb_Bag_2479,21,23,25,22,12,7,8
Herb_Bag_2480,26,34,22,0,1,18,21
Herb_Bag_2481,19,24,23,0,9,31,0
Herb_Bag_2482,25,6,23,32,7,28,9
Herb_Bag_2483,21,22,21,20,11,20,16
Herb_Bag_2484,36,2,25,12,0,20,19
Herb_Bag_2485,25,15,18,28,8,33,19
Herb_Bag_2486,27,36,19,0,4,24,1
Herb_Bag_2487,30,26,32,29,7,15,9
Herb_Bag_2488,27,19,21,13,6,8,18
Herb_Bag_2489,35,19,18,24,2,21,10
Herb_Bag_2490,20,25,20,24,6,15,11
Herb_Bag_2491,18,24,24,6,8,17,25
Herb_Bag_2492,15,42,24,27,4,21,20
Herb_Bag_2493,18,11,17,21,19,17,20
Herb_Bag_2494,12,36,19,25,7,13,12
Herb_Bag_2495,22,21,18,12,18,29,20
Herb_Bag_2496,20,29,31,25,2,16,11
Herb_Bag_2497,26,8,15,25,4,20,14
Herb_Bag_2498,15,10,22,4,12,13,11
Herb_Bag_2499,11,17,19,36,21,24,16
Herb_Bag_2500,15,19,26,18,13,17,7
Herb_Bag_2501,15,21,22,24,6,25,7
Herb_Bag_2502,21,11,26,8,10,8,14
Herb_Bag_2503,27,24,27,22,6,30,10
Herb_Bag_2504,24,15,16,16,16,11,13
Herb_Bag_2505,24,21,22,31,7,20,13
Herb_Bag_2506,12,26,4,10,8,33,19
Herb_Bag_2507,23,33,27,24,4,18,18
Herb_Bag_2508,15,39,11,0,16,30,15
Herb_Bag_2509,28,23,18,34,14,23,12
Herb_Bag_2510,23,26,25,15,15,7,19
Herb_Bag_2511,21,23,12,2,12,18,13
Herb_Bag_2512,7,15,23,34,8,34,6
Herb_Bag_2513,21,23,18,49,6,17,15
Herb_Bag_2514,27,36,13,27,10,8,14
Herb_Bag_2515,22,14,22,20,8,14,16
Herb_Bag_2516,12,38,24,18,9,16,10
Herb_Bag_2517,21,14,17,9,8,26,14
Herb_Bag_2518,26,6,24,7,6,13,15
Herb_Bag_2519,21,36,25,18,7,9,20
Herb_Bag_2520,16,14,26,17,11,29,13
Herb_Bag_2521,24,24,28,1,15,33,19
Herb_Bag_2522,11,34,15,34,10,4,9
Herb_Bag_2523,12,22,28,17,10,21,7
Herb_Bag_2524,35,13,20,21,7,29,11
Herb_Bag_2525,15,15,19,45,0,18,25
Herb_Bag_2526,15,30,17,16,8,10,20
Herb_Bag_2527,29,23,26,43,12,28,16
Herb_Bag_2528,13,18,15,11,16,11,8
Herb_Bag_2529,36,30,19,2,19,18,21
Herb_Bag_2530,26,16,17,20,10,20,13
Herb_Bag_2531,31,20,14,24,13,25,21
Herb_Bag_2532,20,49,27,34,11,18,12
Herb_Bag_2533,14,18,13,27,21,42,13
Herb_Bag_2534,21,25,17,14,5,5,15
Herb_Bag_2535,11,40,21,20,12,21,16
Herb_Bag_2536,14,19,32,0,17,31,14
Herb_Bag_2537,14,23,17,19,3,19,12
Herb_Bag_2538,29,4,16,33,7,12,17
Herb_Bag_2539,17,19,29,32,12,21,13
Herb_Bag_2540,18,16,22,18,15,16,12
Herb_Bag_2541,21,32,7,21,16,12,28
Herb_Bag_2542,30,28,32,17,14,12,12
Herb_Bag_2543,24,31,22,12,8,13,19
Herb_Bag_2544,14,19,20,11,13,30,15
Herb_Bag_2545,28,13,16,5,9,11,3
Herb_Bag_2546,29,24,22,17,6,28,10
Herb_Bag_2547,12,8,19,39,7,19,0
Herb_Bag_2548,8,25,26,29,3,30,12
Herb_Bag_2549,13,23,27,6,12,26,17
Herb_Bag_2550,24,13,13,30,10,10,23
Herb_Bag_2551,22,17,27,36,2,22,22
Herb_Bag_2552,30,3,20,34,8,26,9
Herb_Bag_2553,13,19,8,14,21,25,21
Herb_Bag_2554,25,27,23,0,7,23,20
Herb_Bag_2555,16,22,24,33,2,11,19
Herb_Bag_2556,21,15,22,23,14,9,14
Herb_Bag_2557,33,24,18,20,15,24,6
Herb_Bag_2558,22,23,27,20,12,19,13
Herb_Bag_2559,11,32,30,34,9,21,20
Herb_Bag_2560,15,24,26,40,11,0,17
Herb_Bag_2561,19,27,17,0,11,19,11
Herb_Bag_2562,22,29,27,17,11,8,16
Herb_Bag_2563,5,32,15,29,11,18,8
Herb_Bag_2564,14,31,27,24,11,20,11
Herb_Bag_2565,14,14,21,36,12,22,17
Herb_Bag_2566,23,21,18,20,10,11,16
Herb_Bag_2567,14,35,23,14,8,13,16
Herb_Bag_2568,20,20,18,20,4,16,15
Herb_Bag_2569,26,35,32,26,4,10,16
Herb_Bag_2570,13,13,25,21,12,19,17
Herb_Bag_2571,23,19,26,20,11,25,10
Herb_Bag_2572,20,14,12,22,9,19,10
Herb_Bag_2573,23,32,19,9,15,15,18
Herb_Bag_2574,20,28,21,21,7,9,10
Herb_Bag_2575,14,11,17,5,12,24,9
Herb_Bag_2576,16,21,24,17,16,16,5
Herb_Bag_2577,17,22,22,27,5,19,18
Herb_Bag_2578,16,10,14,40,16,29,25
Herb_Bag_2579,20,17,22,14,9,18,18
Herb_Bag_2580,22,18,17,22,7,19,18
Herb_Bag_2581,24,15,23,24,8,29,30
Herb_Bag_2582,16,20,23,63,5,19,12
Herb_Bag_2583,21,27,23,27,10,26,9
Herb_Bag_2584,14,29,8,9,7,8,20
Herb_Bag_2585,12,9,20,43,8,19,21
Herb_Bag_2586,31,42,18,32,0,9,18
Herb_Bag_2587,13,27,30,22,3,9,1
Herb_Bag_2588,21,17,27,8,7,16,7
Herb_Bag_2589,9,26,21,0,13,13,20
Herb_Bag_2590,13,12,18,49,9,26,7
Herb_Bag_2591,15,34,18,18,5,13,17
Herb_Bag_2592,21,25,18,41,11,25,10
Herb_Bag_2593,22,22,25,20,6,23,24
Herb_Bag_2594,14,20,22,18,12,14,13
Herb_Bag_2595,18,19,13,36,4,18,16
Herb_Bag_2596,22,30,21,33,12,13,12
Herb_Bag_2597,10,30,18,34,2,30,10
Herb_Bag_2598,13,10,18,9,12,25,16
Herb_Bag_2599,26,13,16,20,5,27,13
Herb_Bag_2600,18,32,14,19,8,15,32
Herb_Bag_2601,16,15,17,18,14,23,21
Herb_Bag_2602,27,19,10,15,5,20,27
Herb_Bag_2603,16,37,19,12,6,23,2
Herb_Bag_2604,16,20,16,0,7,31,7
Herb_Bag_2605,14,30,16,17,6,21,8
Herb_Bag_2606,31,28,18,21,12,11,16
Herb_Bag_2607,13,17,19,14,10,30,18
Herb_Bag_2608,21,36,21,31,15,28,21
Herb_Bag_2609,9,23,28,10,16,20,32
Herb_Bag_2610,15,13,21,43,14,7,0
Herb_Bag_2611,23,27,25,17,1,14,16
Herb_Bag_2612,17,17,19,20,14,24,22
Herb_Bag_2613,16,29,23,24,6,29,3
Herb_Bag_2614,16,9,20,27,19,25,20
Herb_Bag_2615,18,18,25,40,11,18,14
Herb_Bag_2616,23,25,13,31,10,7,2
Herb_Bag_2617,17,19,17,38,4,29,20
Herb_Bag_2618,35,10,30,25,12,21,16
Herb_Bag_2619,16,21,21,32,9,13,15
Herb_Bag_2620,19,36,19,29,13,23,14
Herb_Bag_2621,16,8,18,9,25,21,22
Herb_Bag_2622,28,17,12,21,8,16,20
Herb_Bag_2623,29,29,22,2,9,19,21
Herb_Bag_2624,25,3,18,21,13,14,13
Herb_Bag_2625,16,32,21,12,11,19,16
Herb_Bag_2626,21,32,20,47,17,20,12
Herb_Bag_2627,21,35,25,10,4,11,21
Herb_Bag_2628,15,14,20,34,7,14,22
Herb_Bag_2629,26,34,28,29,8,19,10
Herb_Bag_2630,39,35,24,0,3,16,0
Herb_Bag_2631,21,35,18,34,11,11,14
Herb_Bag_2632,20,38,10,40,12,15,7
Herb_Bag_2633,14,24,21,33,8,22,12
Herb_Bag_2634,21,15,16,20,8,18,7
Herb_Bag_2635,10,19,16,42,7,20,11
Herb_Bag_2636,11,19,19,28,4,19,25
Herb_Bag_2637,4,16,4,30,13,26,17
Herb_Bag_2638,28,28,23,22,4,20,8
Herb_Bag_2639,21,34,10,27,8,14,11
Herb_Bag_2640,19,6,28,23,14,26,15
Herb_Bag_2641,16,16,13,39,17,3,16
Herb_Bag_2642,25,23,16,15,11,21,17
Herb_Bag_2643,19,8,12,26,9,26,23
Herb_Bag_2644,29,21,19,39,7,20,9
Herb_Bag_2645,13,32,32,9,5,15,19
Herb_Bag_2646,12,15,32,31,13,27,13
Herb_Bag_2647,4,14,26,18,1,12,8
Herb_Bag_2648,24,26,19,32,9,24,12
Herb_Bag_2649,22,18,33,9,1,15,20
Herb_Bag_2650,12,24,7,47,11,29,7
Herb_Bag_2651,29,22,16,5,8,20,9
Herb_Bag_2652,30,28,26,28,8,15,19
Herb_Bag_2653,23,29,25,1,12,19,12
Herb_Bag_2654,30,21,15,13,18,22,12
Herb_Bag_2655,36,13,24,24,12,35,11
Herb_Bag_2656,31,23,23,0,13,29,18
Herb_Bag_2657,17,24,10,8,8,16,11
Herb_Bag_2658,21,45,27,44,11,23,16
Herb_Bag_2659,22,21,19,28,11,12,13
Herb_Bag_2660,28,33,14,8,23,14,19
Herb_Bag_2661,25,27,27,11,16,14,17
Herb_Bag_2662,20,30,19,21,9,19,15
Herb_Bag_2663,3,13,16,18,9,22,9
Herb_Bag_2664,23,28,30,13,12,35,3
Herb_Bag_2665,17,21,27,44,13,10,22
Herb_Bag_2666,23,3,15,31,10,0,7
Herb_Bag_2667,24,29,30,25,19,18,8
Herb_Bag_2668,22,27,17,8,12,22,13
Herb_Bag_2669,17,33,23,13,14,29,7
Herb_Bag_2670,17,20,28,15,10,17,6
Herb_Bag_2671,19,7,20,11,10,11,17
Herb_Bag_2672,16,34,14,30,9,29,8
Herb_Bag_2673,16,15,20,26,7,8,22
Herb_Bag_2674,21,24,19,23,13,8,15
Herb_Bag_2675,17,15,18,15,3,25,7
Herb_Bag_2676,22,20,12,38,11,23,16
Herb_Bag_2677,24,27,11,13,16,17,14
Herb_Bag_2678,27,18,22,11,4,21,15
Herb_Bag_2679,13,27,18,41,4,32,21
Herb_Bag_2680,13,39,17,30,3,19,23
Herb_Bag_2681,16,15,13,33,18,32,20
Herb_Bag_2682,27,22,14,30,18,15,16
Herb_Bag_2683,13,43,20,21,7,24,25
Herb_Bag_2684,20,10,15,3,13,10,17
Herb_Bag_2685,18,29,22,21,12,17,6
Herb_Bag_2686,28,38,8,9,16,20,7
Herb_Bag_2687,15,36,20,20,8,16,5
Herb_Bag_2688,19,30,14,38,20,23,16
Herb_Bag_2689,15,22,15,29,9,21,16
Herb_Bag_2690,38,5,19,0,22,23,4
Herb_Bag_2691,26,17,30,22,7,22,17
Herb_Bag_2692,25,17,24,33,0,21,5
Herb_Bag_2693,20,16,17,23,10,13,22
Herb_Bag_2694,26,16,13,15,16,22,9
Herb_Bag_2695,25,37,14,8,17,26,10
Herb_Bag_2696,22,27,21,8,0,17,15
Herb_Bag_2697,22,30,23,5,2,20,9
Herb_Bag_2698,15,31,20,32,10,9,13
Herb_Bag_2699,21,27,17,15,11,31,6
Herb_Bag_2700,19,26,15,40,11,17,10
Herb_Bag_2701,27,32,15,12,14,11,21
Herb_Bag_2702,21,12,10,37,8,9,18
Herb_Bag_2703,13,21,17,22,14,18,33
Herb_Bag_2704,29,15,17,33,10,32,12
Herb_Bag_2705,25,19,19,3,14,17,7
Herb_Bag_2706,24,19,25,19,7,13,8
Herb_Bag_2707,17,13,21,17,5,12,8
Herb_Bag_2708,24,38,24,28,12,23,16
Herb_Bag_2709,18,18,12,19,9,18,17
Herb_Bag_2710,36,23,26,35,17,23,17
Herb_Bag_2711,17,22,22,10,5,24,22
Herb_Bag_2712,17,33,24,9,8,23,14
Herb_Bag_2713,16,20,16,33,12,17,13
Herb_Bag_2714,14,14,17,23,5,18,18
Herb_Bag_2715,15,18,21,0,8,15,10
Herb_Bag_2716,19,27,25,25,12,24,13
Herb_Bag_2717,16,26,29,2,5,28,5
Herb_Bag_2718,19,30,25,0,9,22,19
Herb_Bag_2719,19,13,13,38,14,27,11
Herb_Bag_2720,16,15,15,0,9,13,10
Herb_Bag_2721,9,28,22,8,1,16,27
Herb_Bag_2722,15,22,26,20,9,19,20
Herb_Bag_2723,19,27,18,4,10,19,18
Herb_Bag_2724,11,20,23,44,15,24,17
Herb_Bag_2725,21,16,20,46,6,24,25
Herb_Bag_2726,26,24,20,21,9,24,31
Herb_Bag_2727,20,38,22,23,11,27,21
Herb_Bag_2728,18,13,8,19,15,20,15
Herb_Bag_2729,28,22,20,21,11,34,7
Herb_Bag_2730,29,20,21,37,12,28,12
Herb_Bag_2731,30,34,22,30,4,15,13
Herb_Bag_2732,25,29,23,21,12,17,23
Herb_Bag_2733,8,27,23,0,16,22,17
Herb_Bag_2734,18,21,17,14,10,32,19
Herb_Bag_2735,17,6,26,17,12,20,11
Herb_Bag_2736,20,16,18,35,10,41,14
Herb_Bag_2737,17,8,6,0,4,29,6
Herb_Bag_2738,22,8,17,2,22,25,13
Herb_Bag_2739,11,18,14,7,11,19,17
Herb_Bag_2740,19,36,13,45,8,29,10
Herb_Bag_2741,22,11,20,41,2,16,11
Herb_Bag_2742,19,10,19,22,15,25,19
Herb_Bag_2743,21,17,28,11,5,13,5
Herb_Bag_2744,24,18,20,0,13,10,18
Herb_Bag_2745,18,31,26,28,10,28,16
Herb_Bag_2746,32,6,17,11,12,9,15
Herb_Bag_2747,24,7,15,13,14,14,21
Herb_Bag_2748,19,17,23,24,7,30,16
Herb_Bag_2749,14,17,18,33,4,17,18
Herb_Bag_2750,22,22,18,37,7,20,24
Herb_Bag_2751,21,6,15,18,13,9,15
Herb_Bag_2752,24,18,20,17,6,14,12
Herb_Bag_2753,19,15,24,4,10,21,0
Herb_Bag_2754,11,28,14,16,14,19,15
Herb_Bag_2755,21,27,21,39,7,14,15
Herb_Bag_2756,10,16,25,26,0,16,16
Herb_Bag_2757,11,19,9,43,1,16,11
Herb_Bag_2758,9,13,23,27,15,18,14
Herb_Bag_2759,22,9,25,23,9,35,16
Herb_Bag_2760,23,27,21,24,1,4,10
Herb_Bag_2761,30,18,24,26,11,24,12
Herb_Bag_2762,18,5,19,0,9,26,15
Herb_Bag_2763,16,23,20,48,6,11,8
Herb_Bag_2764,12,8,16,28,8,19,15
Herb_Bag_2765,27,36,33,43,18,9,3
Herb_Bag_2766,29,17,22,5,8,29,9
Herb_Bag_2767,16,14,19,12,3,25,6
Herb_Bag_2768,24,23,10,4,15,20,10
Herb_Bag_2769,20,20,27,19,6,19,12
Herb_Bag_2770,14,5,16,17,9,18,10
Herb_Bag_2771,24,17,18,8,12,26,13
Herb_Bag_2772,25,22,25,21,10,19,21
Herb_Bag_2773,17,29,23,16,13,22,20
Herb_Bag_2774,14,26,25,0,13,21,15
Herb_Bag_2775,25,19,15,0,7,16,23
Herb_Bag_2776,20,13,18,31,10,9,18
Herb_Bag_2777,28,39,18,0,2,31,17
Herb_Bag_2778,14,20,16,31,6,16,20
Herb_Bag_2779,21,17,29,14,12,24,12
Herb_Bag_2780,25,29,3,0,11,18,9
Herb_Bag_2781,17,24,23,31,15,29,13
Herb_Bag_2782,21,21,17,11,6,14,12
Herb_Bag_2783,25,4,18,29,11,25,20
Herb_Bag_2784,16,15,20,34,6,11,13
Herb_Bag_2785,16,16,16,16,6,19,23
Herb_Bag_2786,18,29,24,0,16,12,11
Herb_Bag_2787,11,27,5,6,4,17,17
Herb_Bag_2788,16,21,19,28,4,32,21
Herb_Bag_2789,26,15,26,17,14,13,14
Herb_Bag_2790,19,16,18,13,8,15,11
Herb_Bag_2791,20,21,28,12,8,29,8
Herb_Bag_2792,22,32,28,29,16,12,15
Herb_Bag_2793,19,22,26,21,16,9,5
Herb_Bag_2794,8,24,14,0,8,22,32
Herb_Bag_2795,16,17,13,38,14,20,13
Herb_Bag_2796,13,4,18,30,8,26,15
Herb_Bag_2797,28,7,33,43,11,31,21
Herb_Bag_2798,22,40,29,6,8,9,22
Herb_Bag_2799,26,27,15,1,13,30,10
Herb_Bag_2800,21,30,32,17,15,26,9
Herb_Bag_2801,28,17,23,27,12,21,11
Herb_Bag_2802,27,21,30,23,1,8,11
Herb_Bag_2803,31,11,29,26,9,6,15
Herb_Bag_2804,35,12,27,16,6,24,19
Herb_Bag_2805,17,22,25,24,13,8,27
Herb_Bag_2806,19,21,17,31,10,17,7
Herb_Bag_2807,18,30,20,37,14,11,12
Herb_Bag_2808,25,19,26,23,14,19,26
Herb_Bag_2809,24,21,22,27,16,29,16
Herb_Bag_2810,21,20,28,9,2,30,10
Herb_Bag_2811,24,17,24,29,9,16,14
Herb_Bag_2812,15,25,13,0,9,12,20
Herb_Bag_2813,23,30,19,23,14,28,13
Herb_Bag_2814,32,26,29,0,11,21,20
Herb_Bag_2815,22,21,27,18,16,22,24
Herb_Bag_2816,33,29,25,36,13,18,20
Herb_Bag_2817,27,31,27,0,3,12,10
Herb_Bag_2818,16,26,12,25,6,22,11
Herb_Bag_2819,22,24,14,4,1,13,8
Herb_Bag_2820,16,29,20,0,12,25,19
Herb_Bag_2821,20,23,15,16,11,17,14
Herb_Bag_2822,21,7,23,17,3,9,13
Herb_Bag_2823,18,25,16,44,5,29,9
Herb_Bag_2824,14,0,18,26,5,16,16
Herb_Bag_2825,26,10,26,34,14,12,11
Herb_Bag_2826,17,32,21,26,11,15,16
Herb_Bag_2827,11,12,18,28,11,15,19
Herb_Bag_2828,25,27,14,16,22,17,9
Herb_Bag_2829,4,22,22,39,11,19,17
Herb_Bag_2830,13,22,16,18,16,10,5
Herb_Bag_2831,17,18,16,29,11,7,20
Herb_Bag_2832,14,7,19,27,9,12,16
Herb_Bag_2833,12,32,24,18,11,21,24
Herb_Bag_2834,9,6,28,40,14,21,13
Herb_Bag_2835,26,24,22,28,13,13,19
Herb_Bag_2836,11,37,17,28,11,23,18
Herb_Bag_2837,13,12,26,12,7,26,9
Herb_Bag_2838,7,18,13,15,2,21,11
Herb_Bag_2839,21,22,12,12,17,20,16
Herb_Bag_2840,20,23,30,6,8,34,17
Herb_Bag_2841,15,31,18,2,4,20,19
Herb_Bag_2842,26,25,19,24,13,8,22
Herb_Bag_2843,14,26,17,51,11,26,25
Herb_Bag_2844,27,18,21,20,17,15,13
Herb_Bag_2845,22,22,14,10,7,31,8
Herb_Bag_2846,25,36,35,40,11,19,12
Herb_Bag_2847,18,23,17,13,10,18,12
Herb_Bag_2848,14,11,5,16,11,13,18
